Time, Projected Occupancy,  num_parked_ios, num_parked_android, num_parked
04/12 09:25 AM,50 %,5,0,5
04/12 09:50 AM,60 %,6,0,6
04/12 10:25 AM,56 %,5,0,5
04/12 10:29 AM,67 %,6,0,6
04/12 11:50 AM,67 %,6,0,6
04/12 12:43 PM,67 %,6,0,6
04/12 01:32 PM,67 %,6,0,6
04/12 01:59 PM,67 %,6,0,6
04/12 02:34 PM,78 %,7,0,7
04/12 03:50 PM,78 %,7,0,7
04/12 03:57 PM,67 %,6,0,6
04/12 04:04 PM,56 %,5,0,5
04/12 04:32 PM,33 %,3,0,3
04/12 07:01 PM,22 %,2,0,2
04/13 07:24 AM,33 %,3,0,3
04/13 08:32 AM,44 %,4,0,4
04/13 08:46 AM,56 %,5,0,5
04/13 09:01 AM,56 %,5,0,5
04/13 09:09 AM,67 %,6,0,6
04/13 09:51 AM,56 %,5,0,5
04/13 10:09 AM,67 %,6,0,6
04/13 10:11 AM,56 %,5,0,5
04/13 10:43 AM,44 %,4,0,4
04/13 11:54 AM,56 %,5,0,5
04/13 11:55 AM,33 %,3,0,3
04/13 01:31 PM,33 %,3,0,3
04/13 01:33 PM,33 %,3,0,3
04/13 03:10 PM,11 %,1,0,1
04/13 03:16 PM,33 %,3,0,3
04/13 04:22 PM,22 %,2,0,2
04/13 04:25 PM,33 %,3,0,3
04/13 04:32 PM,22 %,2,0,2
04/13 04:50 PM,33 %,3,0,3
04/13 05:58 PM,22 %,2,0,2
04/13 06:13 PM,22 %,2,0,2
04/13 06:28 PM,11 %,1,0,1
04/14 08:02 AM,33 %,3,0,3
04/14 08:03 AM,22 %,2,0,2
04/14 09:13 AM,33 %,3,0,3
04/14 10:02 AM,56 %,5,0,5
04/14 10:14 AM,56 %,5,0,5
04/14 10:18 AM,67 %,6,0,6
04/14 10:22 AM,56 %,5,0,5
04/14 10:27 AM,44 %,4,0,4
04/14 11:09 AM,56 %,5,0,5
04/14 12:13 PM,67 %,6,0,6
04/14 01:09 PM,56 %,5,0,5
04/14 02:25 PM,56 %,5,0,5
04/14 02:26 PM,44 %,4,0,4
04/14 03:49 PM,33 %,3,0,3
04/14 03:58 PM,11 %,1,0,1
04/14 07:16 PM,0 %,0,0,0
04/16 02:51 PM,11 %,1,0,1
04/16 06:09 PM,0 %,0,0,0
04/17 08:29 AM,11 %,1,0,1
04/17 09:33 AM,11 %,1,0,1
04/17 10:04 AM,22 %,2,0,2
04/17 10:10 AM,22 %,2,0,2
04/17 10:17 AM,33 %,3,0,3
04/17 11:32 AM,22 %,2,0,2
04/17 11:44 AM,11 %,1,0,1
04/17 12:01 PM,22 %,2,0,2
04/17 01:04 PM,33 %,3,0,3
04/17 02:33 PM,22 %,2,0,2
04/17 06:17 PM,11 %,1,0,1
04/17 06:29 PM,0 %,0,0,0
04/18 07:24 AM,11 %,1,0,1
04/18 07:39 AM,22 %,2,0,2
04/18 07:47 AM,33 %,3,0,3
04/18 07:49 AM,22 %,2,0,2
04/18 09:07 AM,44 %,4,0,4
04/18 09:51 AM,33 %,3,0,3
04/18 10:11 AM,44 %,4,0,4
04/18 12:01 PM,33 %,3,0,3
04/18 12:58 PM,44 %,4,0,4
04/18 02:36 PM,56 %,5,0,5
04/18 03:00 PM,67 %,6,0,6
04/18 03:00 PM,67 %,6,0,6
04/18 03:15 PM,78 %,7,0,7
04/18 03:20 PM,67 %,6,0,6
04/18 03:41 PM,56 %,5,0,5
04/18 04:05 PM,67 %,6,0,6
04/18 04:11 PM,56 %,5,0,5
04/18 04:17 PM,44 %,4,0,4
04/18 04:21 PM,33 %,3,0,3
04/18 05:34 PM,22 %,2,0,2
04/18 05:54 PM,22 %,2,0,2
04/19 04:58 AM,22 %,2,0,2
04/19 07:47 AM,22 %,2,0,2
04/19 09:20 AM,33 %,3,0,3
04/19 09:23 AM,22 %,2,0,2
04/19 09:33 AM,33 %,3,0,3
04/19 09:34 AM,44 %,4,0,4
04/19 09:37 AM,33 %,3,0,3
04/19 09:56 AM,44 %,4,0,4
04/19 10:31 AM,33 %,3,0,3
04/19 01:30 PM,44 %,4,0,4
04/19 01:35 PM,33 %,3,0,3
04/19 03:44 PM,33 %,3,0,3
04/19 04:53 PM,22 %,2,0,2
04/19 05:16 PM,11 %,1,0,1
04/19 07:38 PM,22 %,2,0,2
04/19 08:44 PM,11 %,1,0,1
04/20 07:25 AM,33 %,3,0,3
04/20 07:44 AM,44 %,4,0,4
04/20 08:49 AM,33 %,3,0,3
04/20 08:55 AM,33 %,3,0,3
04/20 09:13 AM,33 %,3,0,3
04/20 10:24 AM,44 %,4,0,4
04/20 11:37 AM,56 %,5,0,5
04/20 11:38 AM,67 %,6,0,6
04/20 11:39 AM,56 %,5,0,5
04/20 11:40 AM,44 %,4,0,4
04/20 01:15 PM,67 %,6,0,6
04/20 02:17 PM,78 %,7,0,7
04/20 03:00 PM,67 %,6,0,6
04/20 03:10 PM,78 %,7,0,7
04/20 03:20 PM,67 %,6,0,6
04/20 03:21 PM,56 %,5,0,5
04/20 03:45 PM,44 %,4,0,4
04/20 03:47 PM,56 %,5,0,5
04/20 04:16 PM,44 %,4,0,4
04/20 04:18 PM,56 %,5,0,5
04/20 04:21 PM,44 %,4,0,4
04/20 04:21 PM,33 %,3,0,3
04/20 05:44 PM,22 %,2,0,2
04/20 07:25 PM,0 %,0,0,0
04/21 04:54 AM,11 %,1,0,1
04/21 08:04 AM,22 %,2,0,2
04/21 08:07 AM,11 %,1,0,1
04/21 09:06 AM,22 %,2,0,2
04/21 09:37 AM,33 %,3,0,3
04/21 10:12 AM,44 %,4,0,4
04/21 10:14 AM,33 %,3,0,3
04/21 10:24 AM,22 %,2,0,2
04/21 01:31 PM,22 %,2,0,2
04/21 01:48 PM,33 %,3,0,3
04/21 01:58 PM,22 %,2,0,2
04/21 02:14 PM,44 %,4,0,4
04/21 03:07 PM,33 %,3,0,3
04/21 03:41 PM,0 %,0,0,0
04/22 06:00 PM,11 %,1,0,1
04/23 07:10 AM,11 %,1,0,1
04/23 07:43 AM,22 %,2,0,2
04/23 09:13 AM,11 %,1,0,1
04/23 10:47 AM,22 %,2,0,2
04/23 01:25 PM,33 %,3,0,3
04/23 01:35 PM,22 %,2,0,2
04/23 02:54 PM,33 %,3,0,3
04/23 04:17 PM,22 %,2,0,2
04/23 08:25 PM,0 %,0,0,0
04/24 08:29 AM,11 %,1,0,1
04/24 08:30 AM,22 %,2,0,2
04/24 09:16 AM,33 %,3,0,3
04/24 09:25 AM,44 %,4,0,4
04/24 09:26 AM,56 %,5,0,5
04/24 09:53 AM,67 %,6,0,6
04/24 10:19 AM,56 %,5,0,5
04/24 12:05 PM,67 %,6,0,6
04/24 02:35 PM,56 %,5,0,5
04/24 03:28 PM,67 %,6,0,6
04/24 03:37 PM,56 %,5,0,5
04/24 04:13 PM,44 %,4,0,4
04/24 04:16 PM,33 %,3,0,3
04/24 06:35 PM,44 %,4,0,4
04/24 07:51 PM,33 %,3,0,3
04/24 09:47 PM,22 %,2,0,2
04/24 09:50 PM,33 %,3,0,3
04/25 07:27 AM,33 %,3,0,3
04/25 07:45 AM,44 %,4,0,4
04/25 08:40 AM,44 %,4,0,4
04/25 08:43 AM,44 %,4,0,4
04/25 09:02 AM,56 %,5,0,5
04/25 09:05 AM,44 %,4,0,4
04/25 09:09 AM,56 %,5,0,5
04/25 09:11 AM,44 %,4,0,4
04/25 10:49 AM,33 %,3,0,3
04/25 11:53 AM,44 %,4,0,4
04/25 12:05 PM,22 %,2,0,2
04/25 01:29 PM,33 %,3,0,3
04/25 01:32 PM,22 %,2,0,2
04/25 02:39 PM,33 %,3,0,3
04/25 02:41 PM,22 %,2,0,2
04/25 03:02 PM,33 %,3,0,3
04/25 03:16 PM,22 %,2,0,2
04/25 03:22 PM,22 %,2,0,2
04/25 03:52 PM,44 %,4,0,4
04/25 04:32 PM,38 %,3,0,3
04/25 06:03 PM,25 %,2,0,2
04/26 07:28 AM,25 %,2,0,2
04/26 08:07 AM,38 %,3,0,3
04/26 08:08 AM,25 %,2,0,2
04/26 08:34 AM,38 %,3,0,3
04/26 09:10 AM,50 %,4,0,4
04/26 09:25 AM,50 %,4,0,4
04/26 10:20 AM,38 %,3,0,3
04/26 11:34 AM,38 %,3,0,3
04/26 11:35 AM,50 %,4,0,4
04/26 11:35 AM,38 %,3,0,3
04/26 01:45 PM,25 %,2,0,2
04/26 01:51 PM,38 %,3,0,3
04/26 02:13 PM,25 %,2,0,2
04/26 03:50 PM,38 %,3,0,3
04/26 03:54 PM,25 %,2,0,2
04/26 04:03 PM,13 %,1,0,1
04/26 06:20 PM,0 %,0,0,0
04/27 07:26 AM,25 %,2,0,2
04/27 07:44 AM,25 %,2,0,2
04/27 11:49 AM,38 %,3,0,3
04/27 11:49 AM,25 %,2,0,2
04/27 01:20 PM,38 %,3,0,3
04/27 01:26 PM,38 %,3,0,3
04/27 01:28 PM,25 %,2,0,2
04/27 02:08 PM,13 %,1,0,1
04/27 02:41 PM,25 %,2,0,2
04/27 03:20 PM,13 %,1,0,1
04/28 12:12 AM,0 %,0,0,0
04/28 08:02 AM,13 %,1,0,1
04/28 08:12 AM,0 %,0,0,0
04/28 09:20 AM,13 %,1,0,1
04/28 09:41 AM,25 %,2,0,2
04/28 10:18 AM,38 %,3,0,3
04/28 10:24 AM,50 %,4,0,4
04/28 10:29 AM,38 %,3,0,3
04/28 11:29 AM,13 %,1,0,1
04/28 12:09 PM,0 %,0,0,0
04/30 12:04 PM,14 %,1,0,1
04/30 02:12 PM,0 %,0,0,0
05/01 08:06 AM,14 %,1,0,1
05/01 08:35 AM,29 %,2,0,2
05/01 09:14 AM,43 %,3,0,3
05/01 09:27 AM,43 %,3,0,3
05/01 09:34 AM,57 %,4,0,4
05/01 10:17 AM,71 %,5,0,5
05/01 10:39 AM,57 %,4,0,4
05/01 11:40 AM,43 %,3,0,3
05/01 01:36 PM,29 %,2,0,2
05/01 03:52 PM,57 %,4,0,4
05/01 04:01 PM,43 %,3,0,3
05/01 04:13 PM,29 %,2,0,2
05/01 04:18 PM,38 %,3,0,3
05/01 04:21 PM,50 %,4,0,4
05/01 04:54 PM,38 %,3,0,3
05/01 05:37 PM,38 %,3,0,3
05/01 06:56 PM,25 %,2,0,2
05/01 07:43 PM,38 %,3,0,3
05/01 09:58 PM,13 %,1,0,1
05/02 08:59 AM,25 %,2,0,2
05/02 09:04 AM,25 %,2,0,2
05/02 09:07 AM,38 %,3,0,3
05/02 09:47 AM,25 %,2,0,2
05/02 09:51 AM,38 %,3,0,3
05/02 10:37 AM,50 %,4,0,4
05/02 10:42 AM,38 %,3,0,3
05/02 11:27 AM,25 %,2,0,2
05/02 11:54 AM,38 %,3,0,3
05/02 12:00 PM,50 %,4,0,4
05/02 12:20 PM,25 %,2,0,2
05/02 01:19 PM,38 %,3,0,3
05/02 01:34 PM,25 %,2,0,2
05/02 01:54 PM,38 %,3,0,3
05/02 02:34 PM,50 %,4,0,4
05/02 02:54 PM,38 %,3,0,3
05/02 04:25 PM,25 %,2,0,2
05/02 04:26 PM,25 %,2,0,2
05/02 05:19 PM,13 %,1,0,1
05/02 06:01 PM,25 %,2,0,2
05/02 07:01 PM,13 %,1,0,1
05/02 07:35 PM,0 %,0,0,0
05/03 06:37 AM,13 %,1,0,1
05/03 08:08 AM,25 %,2,0,2
05/03 08:10 AM,13 %,1,0,1
05/03 09:23 AM,25 %,2,0,2
05/03 10:12 AM,38 %,3,0,3
05/03 10:39 AM,50 %,4,0,4
05/03 11:33 AM,38 %,3,0,3
05/03 02:32 PM,25 %,2,0,2
05/03 03:42 PM,14 %,1,0,1
05/04 08:38 AM,29 %,2,0,2
05/04 08:55 AM,43 %,3,0,3
05/04 09:00 AM,57 %,4,0,4
05/04 09:54 AM,43 %,3,0,3
05/04 09:55 AM,29 %,2,0,2
05/04 10:29 AM,14 %,1,0,1
05/04 12:54 PM,29 %,2,0,2
05/04 01:11 PM,14 %,1,0,1
05/04 01:36 PM,29 %,2,0,2
05/04 02:40 PM,43 %,3,0,3
05/04 03:35 PM,29 %,2,0,2
05/04 10:10 PM,14 %,1,0,1
05/05 08:03 AM,29 %,2,0,2
05/05 08:54 AM,43 %,3,0,3
05/05 09:10 AM,57 %,4,0,4
05/05 09:33 AM,43 %,3,0,3
05/05 12:25 PM,14 %,1,0,1
05/05 01:01 PM,29 %,2,0,2
05/05 02:13 PM,14 %,1,0,1
05/05 03:10 PM,29 %,2,0,2
05/05 07:07 PM,14 %,1,0,1
05/05 09:36 PM,0 %,0,0,0
05/07 01:25 PM,14 %,1,0,1
05/07 02:48 PM,29 %,2,0,2
05/07 03:23 PM,14 %,1,0,1
05/07 04:02 PM,0 %,0,0,0
05/07 05:57 PM,14 %,1,0,1
05/07 06:54 PM,29 %,2,0,2
05/07 08:44 PM,0 %,0,0,0
05/07 09:01 PM,14 %,1,0,1
05/08 12:33 AM,0 %,0,0,0
05/08 08:43 AM,14 %,1,0,1
05/08 08:47 AM,0 %,0,0,0
05/08 08:48 AM,14 %,1,0,1
05/08 09:10 AM,29 %,2,0,2
05/08 09:38 AM,43 %,3,0,3
05/08 09:51 AM,43 %,3,0,3
05/08 11:38 AM,29 %,2,0,2
05/08 12:46 PM,43 %,3,0,3
05/08 12:49 PM,29 %,2,0,2
05/08 02:45 PM,14 %,1,0,1
05/08 03:31 PM,29 %,2,0,2
05/08 05:06 PM,14 %,1,0,1
05/08 08:53 PM,29 %,2,0,2
05/08 11:36 PM,14 %,1,0,1
05/09 12:36 AM,0 %,0,0,0
05/09 08:31 AM,14 %,1,0,1
05/09 05:22 PM,29 %,2,0,2
05/09 05:23 PM,14 %,1,0,1
05/09 10:59 PM,0 %,0,0,0
05/10 08:02 AM,14 %,1,0,1
05/10 08:15 AM,29 %,2,0,2
05/10 09:17 AM,43 %,3,0,3
05/10 10:06 AM,57 %,4,0,4
05/10 10:35 AM,43 %,3,0,3
05/10 10:49 AM,29 %,2,0,2
05/10 01:17 PM,14 %,1,0,1
05/10 01:38 PM,29 %,2,0,2
05/10 04:16 PM,43 %,3,0,3
05/10 04:33 PM,29 %,2,0,2
05/10 05:42 PM,14 %,1,0,1
05/10 06:56 PM,29 %,2,0,2
05/10 08:26 PM,43 %,3,0,3
05/10 09:03 PM,29 %,2,0,2
05/10 09:46 PM,14 %,1,0,1
05/10 11:14 PM,0 %,0,0,0
05/11 05:15 AM,14 %,1,0,1
05/11 05:19 AM,0 %,0,0,0
05/11 07:10 AM,14 %,1,0,1
05/11 07:11 AM,0 %,0,0,0
05/11 09:51 AM,17 %,1,0,1
05/11 09:52 AM,0 %,0,0,0
05/11 11:38 AM,17 %,1,0,1
05/11 01:24 PM,33 %,2,0,2
05/11 02:27 PM,17 %,1,0,1
05/11 05:26 PM,33 %,2,0,2
05/11 09:32 PM,17 %,1,0,1
05/11 10:41 PM,0 %,0,0,0
05/11 11:16 PM,17 %,1,0,1
05/12 01:31 AM,0 %,0,0,0
05/12 06:49 AM,17 %,1,0,1
05/12 06:57 AM,33 %,2,0,2
05/12 07:18 AM,50 %,3,0,3
05/12 07:37 AM,67 %,4,0,4
05/12 09:08 AM,50 %,3,0,3
05/12 09:14 AM,33 %,2,0,2
05/12 09:38 AM,17 %,1,0,1
05/12 09:41 AM,0 %,0,0,0
05/12 11:16 AM,17 %,1,0,1
05/12 01:57 PM,0 %,0,0,0
05/13 09:50 AM,17 %,1,0,1
05/13 11:19 AM,0 %,0,0,0
05/23 09:02 AM,17 %,1,0,1
05/23 10:39 AM,0 %,0,0,0
05/23 12:40 PM,20 %,1,0,1
05/23 02:08 PM,40 %,2,0,2
05/23 02:51 PM,0 %,0,0,0
05/23 03:54 PM,0 %,0,0,0
05/25 08:53 AM,20 %,1,0,1
05/25 10:41 AM,0 %,0,0,0
05/25 12:45 PM,40 %,2,0,2
05/25 02:19 PM,60 %,3,0,3
05/25 03:04 PM,40 %,2,0,2
05/25 03:46 PM,0 %,0,0,0
05/26 01:58 PM,25 %,1,0,1
05/26 03:06 PM,0 %,0,0,0
05/30 09:04 AM,33 %,1,0,1
05/30 10:30 AM,0 %,0,0,0
05/30 12:39 PM,33 %,1,0,1
05/30 02:59 PM,0 %,0,0,0
05/30 04:12 PM,25 %,1,0,1
05/30 06:14 PM,0 %,0,0,0
06/01 09:01 AM,25 %,1,0,1
06/01 10:44 AM,0 %,0,0,0
06/01 12:14 PM,25 %,1,0,1
06/01 02:09 PM,0 %,0,0,0
06/02 08:38 AM,25 %,1,0,1
06/05 08:20 AM,0 %,0,0,0
06/05 08:23 AM,25 %,1,0,1
06/05 10:29 AM,0 %,0,0,0
06/05 12:29 PM,25 %,1,0,1
06/05 02:44 PM,0 %,0,0,0
06/06 12:29 PM,25 %,1,0,1
06/06 04:32 PM,0 %,0,0,0
06/08 12:35 PM,33 %,1,0,1
06/08 02:53 PM,0 %,0,0,0
06/13 12:35 PM,33 %,1,0,1
06/13 02:51 PM,0 %,0,0,0
08/07 02:16 PM,50 %,1,0,1
08/07 02:23 PM,0 %,0,0,0
08/08 08:31 AM,50 %,1,0,1
08/08 08:31 AM,50 %,1,0,1
08/08 08:36 AM,0 %,0,0,0
08/08 08:36 AM,0 %,0,0,0
08/09 09:07 AM,50 %,1,0,1
08/09 09:12 AM,0 %,0,0,0
08/10 07:57 AM,50 %,1,0,1
08/10 08:02 AM,0 %,0,0,0
08/10 08:37 AM,50 %,1,0,1
08/10 08:43 AM,100 %,2,0,2
08/10 06:00 PM,0 %,0,0,0
08/10 06:04 PM,50 %,1,0,1
08/10 06:43 PM,50 %,1,0,1
08/10 06:46 PM,100 %,2,0,2
08/10 06:48 PM,50 %,1,0,1
08/11 08:32 AM,0 %,0,0,0
08/11 08:35 AM,50 %,1,0,1
08/11 08:49 AM,100 %,2,0,2
08/11 08:52 AM,100 %,2,0,2
08/11 08:57 AM,50 %,1,0,1
08/11 05:11 PM,33 %,1,0,1
08/11 10:16 PM,0 %,0,0,0
08/12 08:42 AM,33 %,1,0,1
08/12 04:19 PM,0 %,0,0,0
08/13 08:44 AM,33 %,1,0,1
08/13 08:49 AM,0 %,0,0,0
08/13 02:50 PM,33 %,1,0,1
08/13 02:51 PM,0 %,0,0,0
08/14 08:09 AM,33 %,1,0,1
08/14 08:09 AM,33 %,1,0,1
08/14 08:10 AM,0 %,0,0,0
08/14 08:30 AM,33 %,1,0,1
08/14 08:34 AM,0 %,0,0,0
08/14 09:04 AM,33 %,1,0,1
08/14 10:28 AM,0 %,0,0,0
08/14 06:35 PM,0 %,0,0,0
08/14 08:54 PM,33 %,1,0,1
08/14 10:12 PM,0 %,0,0,0
08/15 08:19 AM,33 %,1,0,1
08/15 08:43 AM,33 %,1,0,1
08/15 08:48 AM,33 %,1,0,1
08/15 08:55 AM,33 %,1,0,1
08/15 09:00 AM,33 %,1,0,1
08/15 09:01 AM,0 %,0,0,0
08/15 09:51 AM,0 %,0,0,0
08/15 09:54 AM,0 %,0,0,0
08/15 11:46 AM,33 %,1,0,1
08/15 12:01 PM,33 %,1,0,1
08/15 12:24 PM,0 %,0,0,0
08/15 01:40 PM,33 %,1,0,1
08/15 01:47 PM,33 %,1,0,1
08/15 01:48 PM,0 %,0,0,0
08/15 01:56 PM,33 %,1,0,1
08/15 02:14 PM,33 %,1,0,1
08/15 02:15 PM,33 %,1,0,1
08/15 03:45 PM,0 %,0,0,0
08/15 04:12 PM,0 %,0,0,0
08/15 09:36 PM,33 %,1,0,1
08/15 09:37 PM,0 %,0,0,0
08/16 08:20 AM,33 %,1,0,1
08/16 08:50 AM,33 %,1,0,1
08/16 08:52 AM,33 %,1,0,1
08/16 08:59 AM,33 %,1,0,1
08/16 09:01 AM,33 %,1,0,1
08/16 09:04 AM,0 %,0,0,0
08/16 09:49 AM,33 %,1,0,1
08/16 10:00 AM,0 %,0,0,0
08/16 10:56 AM,0 %,0,0,0
08/16 11:02 AM,0 %,0,0,0
08/16 11:16 AM,33 %,1,0,1
08/16 12:08 PM,0 %,0,0,0
08/16 01:55 PM,0 %,0,0,0
08/16 03:57 PM,25 %,1,0,1
08/16 05:23 PM,0 %,0,0,0
08/16 07:16 PM,25 %,1,0,1
08/16 07:29 PM,0 %,0,0,0
08/17 08:53 AM,25 %,1,0,1
08/17 02:06 PM,25 %,1,0,1
08/17 03:44 PM,25 %,1,0,1
08/17 05:36 PM,0 %,0,0,0
08/17 05:56 PM,0 %,0,0,0
08/18 09:00 AM,25 %,1,0,1
08/18 09:46 AM,25 %,1,0,1
08/18 10:35 AM,25 %,1,0,1
08/18 02:29 PM,0 %,0,0,0
08/18 04:33 PM,0 %,0,0,0
08/18 05:06 PM,0 %,0,0,0
08/19 08:51 AM,25 %,1,0,1
08/19 08:57 AM,25 %,1,0,1
08/19 09:23 AM,25 %,1,0,1
08/19 01:39 PM,0 %,0,0,0
08/19 01:40 PM,0 %,0,0,0
08/19 01:43 PM,0 %,0,0,0
08/19 01:43 PM,20 %,1,0,1
08/19 01:50 PM,0 %,0,0,0
08/19 07:52 PM,20 %,1,0,1
08/19 07:54 PM,0 %,0,0,0
08/19 11:02 PM,20 %,1,0,1
08/20 12:14 AM,0 %,0,0,0
08/20 05:35 PM,20 %,1,0,1
08/20 05:45 PM,0 %,0,0,0
08/20 05:55 PM,20 %,1,0,1
08/20 10:21 PM,20 %,1,0,1
08/21 06:50 AM,20 %,1,0,1
08/21 06:55 AM,20 %,1,0,1
08/21 07:02 AM,20 %,1,0,1
08/21 07:15 AM,20 %,1,0,1
08/21 07:23 AM,20 %,1,0,1
08/21 07:27 AM,20 %,1,0,1
08/21 07:28 AM,20 %,1,0,1
08/21 07:35 AM,20 %,1,0,1
08/21 07:55 AM,20 %,1,0,1
08/21 07:57 AM,20 %,1,0,1
08/21 07:58 AM,40 %,2,0,2
08/21 08:00 AM,40 %,2,0,2
08/21 08:33 AM,20 %,1,0,1
08/21 08:48 AM,40 %,2,0,2
08/21 08:52 AM,40 %,2,0,2
08/21 08:58 AM,40 %,2,0,2
08/21 09:01 AM,60 %,3,0,3
08/21 09:03 AM,60 %,3,0,3
08/21 09:11 AM,60 %,3,0,3
08/21 09:44 AM,60 %,3,0,3
08/21 10:00 AM,40 %,2,0,2
08/21 10:02 AM,40 %,2,0,2
08/21 10:18 AM,40 %,2,0,2
08/21 10:32 AM,60 %,3,0,3
08/21 10:47 AM,60 %,3,0,3
08/21 11:20 AM,33 %,2,0,2
08/21 11:34 AM,29 %,2,0,2
08/21 12:08 PM,25 %,2,0,2
08/21 12:10 PM,22 %,2,0,2
08/21 12:25 PM,33 %,3,0,3
08/21 12:49 PM,44 %,4,0,4
08/21 12:53 PM,33 %,3,0,3
08/21 12:54 PM,44 %,4,0,4
08/21 12:54 PM,44 %,4,0,4
08/21 01:14 PM,44 %,4,0,4
08/21 01:14 PM,33 %,3,0,3
08/21 01:19 PM,44 %,4,0,4
08/21 01:38 PM,33 %,3,0,3
08/21 01:43 PM,22 %,2,0,2
08/21 01:47 PM,33 %,3,0,3
08/21 02:01 PM,20 %,2,0,2
08/21 02:06 PM,18 %,2,0,2
08/21 03:33 PM,30 %,3,0,3
08/21 03:36 PM,20 %,2,0,2
08/21 03:45 PM,18 %,2,0,2
08/21 03:49 PM,27 %,3,0,3
08/21 04:50 PM,17 %,2,0,2
08/22 07:12 AM,25 %,3,0,3
08/22 07:15 AM,25 %,3,0,3
08/22 07:22 AM,33 %,4,0,4
08/22 07:25 AM,18 %,2,0,2
08/22 08:06 AM,9 %,1,0,1
08/22 08:22 AM,18 %,2,0,2
08/22 08:39 AM,18 %,2,0,2
08/22 08:53 AM,18 %,2,0,2
08/22 08:59 AM,10 %,1,0,1
08/22 09:08 AM,0 %,0,0,0
08/22 09:35 AM,0 %,0,0,0
08/22 09:40 AM,0 %,0,0,0
08/22 10:09 AM,10 %,1,0,1
08/22 10:12 AM,10 %,1,0,1
08/22 10:12 AM,0 %,0,0,0
08/23 06:54 AM,10 %,1,0,1
08/23 07:05 AM,10 %,1,0,1
08/23 07:09 AM,10 %,1,0,1
08/23 07:11 AM,10 %,1,0,1
08/23 07:17 AM,10 %,1,0,1
08/23 07:33 AM,10 %,1,0,1
08/23 07:34 AM,0 %,0,0,0
08/23 07:34 AM,10 %,1,0,1
08/23 08:17 AM,0 %,0,0,0
08/23 08:24 AM,10 %,1,0,1
08/23 08:27 AM,20 %,2,0,2
08/23 08:46 AM,30 %,3,0,3
08/23 08:55 AM,30 %,3,0,3
08/23 09:09 AM,30 %,3,0,3
08/23 09:12 AM,30 %,3,0,3
08/23 09:27 AM,40 %,4,0,4
08/23 09:30 AM,30 %,3,0,3
08/23 09:40 AM,40 %,4,0,4
08/23 09:58 AM,40 %,4,0,4
08/23 10:13 AM,40 %,4,0,4
08/23 10:50 AM,40 %,4,0,4
08/23 11:24 AM,30 %,3,0,3
08/23 11:26 AM,40 %,4,0,4
08/23 11:44 AM,30 %,3,0,3
08/23 11:47 AM,40 %,4,0,4
08/23 12:16 PM,30 %,3,0,3
08/23 12:30 PM,20 %,2,0,2
08/23 12:43 PM,40 %,4,0,4
08/23 12:59 PM,50 %,5,0,5
08/23 01:05 PM,40 %,4,0,4
08/23 01:22 PM,50 %,5,0,5
08/23 01:59 PM,60 %,6,0,6
08/23 02:01 PM,60 %,6,0,6
08/23 02:10 PM,50 %,5,0,5
08/23 02:13 PM,50 %,5,0,5
08/23 03:04 PM,50 %,5,0,5
08/23 03:25 PM,60 %,6,0,6
08/23 03:32 PM,50 %,5,0,5
08/23 03:33 PM,45 %,5,0,5
08/23 03:36 PM,60 %,6,0,6
08/23 03:39 PM,60 %,6,0,6
08/23 03:41 PM,50 %,5,0,5
08/23 03:44 PM,40 %,4,0,4
08/23 04:08 PM,50 %,5,0,5
08/23 04:11 PM,40 %,4,0,4
08/23 04:18 PM,50 %,5,0,5
08/23 04:25 PM,40 %,4,0,4
08/23 04:37 PM,20 %,2,0,2
08/23 04:45 PM,30 %,3,0,3
08/23 04:52 PM,18 %,2,0,2
08/23 05:14 PM,27 %,3,0,3
08/23 05:41 PM,18 %,2,0,2
08/23 05:54 PM,27 %,3,0,3
08/23 06:06 PM,18 %,2,0,2
08/23 06:39 PM,18 %,2,0,2
08/24 06:49 AM,27 %,3,0,3
08/24 06:55 AM,18 %,2,0,2
08/24 07:12 AM,27 %,3,0,3
08/24 07:19 AM,27 %,3,0,3
08/24 07:19 AM,36 %,4,0,4
08/24 08:19 AM,36 %,4,0,4
08/24 08:23 AM,36 %,4,0,4
08/24 08:24 AM,36 %,4,0,4
08/24 08:26 AM,36 %,4,0,4
08/24 08:34 AM,45 %,5,0,5
08/24 08:37 AM,45 %,5,0,5
08/24 08:38 AM,45 %,5,0,5
08/24 08:41 AM,36 %,4,0,4
08/24 08:43 AM,27 %,3,0,3
08/24 08:45 AM,36 %,4,0,4
08/24 08:55 AM,36 %,4,0,4
08/24 09:04 AM,25 %,3,0,3
08/24 09:09 AM,33 %,4,0,4
08/24 10:06 AM,33 %,4,0,4
08/24 10:09 AM,17 %,2,0,2
08/24 10:16 AM,25 %,3,0,3
08/24 10:18 AM,17 %,2,0,2
08/24 10:19 AM,25 %,3,0,3
08/24 10:20 AM,17 %,2,0,2
08/24 10:20 AM,25 %,3,0,3
08/24 10:26 AM,17 %,2,0,2
08/24 10:36 AM,25 %,3,0,3
08/24 10:47 AM,9 %,1,0,1
08/24 11:26 AM,18 %,2,0,2
08/24 11:38 AM,18 %,2,0,2
08/24 11:42 AM,9 %,1,0,1
08/24 11:52 AM,18 %,2,0,2
08/24 11:54 AM,9 %,1,0,1
08/24 11:55 AM,27 %,3,0,3
08/24 12:02 PM,36 %,4,0,4
08/24 12:10 PM,36 %,4,0,4
08/24 12:12 PM,27 %,3,0,3
